Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0032526,response to retinoic acid,19_GO:0050896 response to stimulus,-2.2,5.4,3.8,30244,108,207,4,1.9,0.96,358|6720|7525|89780,AQP1|SREBF1|YES1|WNT3A,-1,cluster_1_x_name
GO Biological Processes,19,GO:0032231,regulation of actin filament bundle assembly,19_GO:0050789 regulation of biological process,-2.2,5.4,3.8,30244,108,207,4,1.9,0.96,4088|5217|10174|10979,SMAD3|PFN2|SORBS3|FERMT2,-1,cluster_1_x_name
KEGG Pathway,24,hsa05164,Influenza A,,-2.2,4.3,3.6,30244,171,207,5,2.4,1.1,842|4792|5970|7514|8503,CASP9|NFKBIA|RELA|XPO1|PIK3R3,-1,cluster_1_x_name
GO Biological Processes,19,GO:0003229,ventricular cardiac muscle tissue development,19_GO:0032502 developmental process,-2.2,7.8,4.2,30244,56,207,3,1.4,0.83,4624|7040|7049,MYH6|TGFB1|TGFBR3,-0.99,cluster_1_x_name
GO Biological Processes,19,GO:0010332,response to gamma radiation,19_GO:0050896 response to stimulus,-2.2,7.8,4.2,30244,56,207,3,1.4,0.83,596|1026|2547,BCL2|CDKN1A|XRCC6,-0.99,cluster_1_x_name
GO Biological Processes,19,GO:0043525,positive regulation of neuron apoptotic process,19_GO:0048518 positive regulation of biological process,-2.2,7.8,4.2,30244,56,207,3,1.4,0.83,842|2309|3672,CASP9|FOXO3|ITGA1,-0.99,cluster_1_x_name
KEGG Pathway,24,hsa04340,Hedgehog signaling pathway,,-2.2,7.8,4.2,30244,56,207,3,1.4,0.83,595|596|8945,CCND1|BCL2|BTRC,-0.99,cluster_1_x_name
GO Biological Processes,19,GO:0051438,regulation of ubiquitin-protein transferase activity,19_GO:0065007 biological regulation,-2.2,7.8,4.2,30244,56,207,3,1.4,0.83,5728|6201|8945,PTEN|RPS7|BTRC,-0.99,cluster_1_x_name
GeDiPNet,37,GDP04495,Melanocytic nevus,,-2.2,7.8,4.2,30244,56,207,3,1.4,0.83,5728|6237|22808,PTEN|RRAS|MRAS,-0.99,cluster_1_x_name
GO Biological Processes,19,GO:1901617,organic hydroxy compound biosynthetic process,19_GO:0008152 metabolic process,-2.2,4.2,3.5,30244,172,207,5,2.4,1.1,1584|1593|6720|51422|114881,CYP11B1|CYP27A1|SREBF1|PRKAG2|OSBPL7,-0.99,cluster_1_x_name
GO Biological Processes,19,GO:1901988,negative regulation of cell cycle phase transition,19_GO:0048519 negative regulation of biological process,-2.2,3.6,3.4,30244,243,207,6,2.9,1.2,595|596|1026|5728|23376|84444,CCND1|BCL2|CDKN1A|PTEN|UFL1|DOT1L,-0.99,cluster_1_x_name
GO Biological Processes,19,GO:0030163,protein catabolic process,19_GO:0008152 metabolic process,-2.2,2.3,3,30244,767,207,12,5.8,1.6,348|406|2534|5970|7329|7369|8945|11267|23327|23411|26133|117584,APOE|BMAL1|FYN|RELA|UBE2I|UMOD|BTRC|SNF8|NEDD4L|SIRT1|TRPC4AP|RFFL,-0.98,cluster_1_x_name
GO Biological Processes,19,GO:0030178,negative regulation of Wnt signaling pathway,19_GO:0048519 negative regulation of biological process,-2.2,4.2,3.5,30244,173,207,5,2.4,1.1,348|857|1500|4035|6934,APOE|CAV1|CTNND1|LRP1|TCF7L2,-0.98,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-937061,TRIF(TICAM1)-mediated TLR4 signaling,,-2.2,5.3,3.8,30244,110,207,4,1.9,0.96,4205|4792|5970|8945,MEF2A|NFKBIA|RELA|BTRC,-0.97,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-166166,MyD88-independent TLR4 cascade,,-2.2,5.3,3.8,30244,110,207,4,1.9,0.96,4205|4792|5970|8945,MEF2A|NFKBIA|RELA|BTRC,-0.97,cluster_1_x_name
GO Biological Processes,19,GO:0051341,regulation of oxidoreductase activity,19_GO:0065007 biological regulation,-2.2,5.3,3.8,30244,110,207,4,1.9,0.96,348|857|4883|23576,APOE|CAV1|NPR3|DDAH1,-0.97,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",,-2.2,7.7,4.2,30244,57,207,3,1.4,0.83,596|842|5970,BCL2|CASP9|RELA,-0.97,cluster_1_x_name
WikiPathways,27,WP4917,Proximal tubule transport,,-2.2,7.7,4.2,30244,57,207,3,1.4,0.83,358|6523|10864,AQP1|SLC5A1|SLC22A7,-0.97,cluster_1_x_name
GO Biological Processes,19,GO:0008543,fibroblast growth factor receptor signaling pathway,19_GO:0050896 response to stimulus,-2.2,7.7,4.2,30244,57,207,3,1.4,0.83,2260|10818|152831,FGFR1|FRS2|KLB,-0.97,cluster_1_x_name
KEGG Pathway,24,hsa05134,Legionellosis,,-2.2,7.7,4.2,30244,57,207,3,1.4,0.83,842|4792|5970,CASP9|NFKBIA|RELA,-0.97,cluster_1_x_name
GO Biological Processes,19,GO:2001242,regulation of intrinsic apoptotic signaling pathway,19_GO:0050896 response to stimulus,-2.2,4.2,3.5,30244,174,207,5,2.4,1.1,596|857|6201|23411|259230,BCL2|CAV1|RPS7|SIRT1|SGMS1,-0.97,cluster_1_x_name
GO Biological Processes,19,GO:0055088,lipid homeostasis,19_GO:0042592 homeostatic process,-2.2,4.2,3.5,30244,174,207,5,2.4,1.1,51|348|857|8660|23411,ACOX1|APOE|CAV1|IRS2|SIRT1,-0.97,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-5696398,Nucleotide Excision Repair,,-2.1,5.3,3.7,30244,111,207,4,1.9,0.96,7329|8178|8554|54617,UBE2I|ELL|PIAS1|INO80,-0.96,cluster_1_x_name
GO Biological Processes,19,GO:1904035,regulation of epithelial cell apoptotic process,19_GO:0050789 regulation of biological process,-2.1,5.3,3.7,30244,111,207,4,1.9,0.96,596|2099|6934|10266,BCL2|ESR1|TCF7L2|RAMP2,-0.96,cluster_1_x_name
WikiPathways,27,WP5329,Cholesterol biosynthesis pathway in hepatocytes,,-2.1,5.3,3.7,30244,111,207,4,1.9,0.96,1584|1593|6720|114881,CYP11B1|CYP27A1|SREBF1|OSBPL7,-0.96,cluster_1_x_name
GO Biological Processes,19,GO:0050853,B cell receptor signaling pathway,19_GO:0002376 immune system process,-2.1,7.6,4.1,30244,58,207,3,1.4,0.83,596|4773|4792,BCL2|NFATC2|NFKBIA,-0.95,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-1236394,Signaling by ERBB4,,-2.1,7.6,4.1,30244,58,207,3,1.4,0.83,348|2099|5241,APOE|ESR1|PGR,-0.95,cluster_1_x_name
GeDiPNet,37,GDP05911,Posteriorly Rotated Ear,,-2.1,4.2,3.5,30244,176,207,5,2.4,1.1,1605|1855|2260|6497|22808,DAG1|DVL1|FGFR1|SKI|MRAS,-0.95,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-195258,RHO GTPase Effectors,,-2.1,3.1,3.2,30244,326,207,7,3.4,1.3,1855|5217|5529|5586|5747|7514|10152,DVL1|PFN2|PPP2R5E|PKN2|PTK2|XPO1|ABI2,-0.95,cluster_1_x_name
GeDiPNet,37,GDP03208,High palate,,-2.1,2.7,3.1,30244,496,207,9,4.3,1.4,1855|2260|3643|4088|5728|6237|6497|8289|22808,DVL1|FGFR1|INSR|SMAD3|PTEN|RRAS|SKI|ARID1A|MRAS,-0.95,cluster_1_x_name
GO Biological Processes,19,GO:0097553,calcium ion transmembrane import into cytosol,19_GO:0051179 localization,-2.1,5.2,3.7,30244,112,207,4,1.9,0.96,596|2904|6546|23236,BCL2|GRIN2B|SLC8A1|PLCB1,-0.95,cluster_1_x_name
GeDiPNet,37,GDP03492,Hypoplasia of the maxilla,,-2.1,5.2,3.7,30244,112,207,4,1.9,0.96,2260|2697|5728|6497,FGFR1|GJA1|PTEN|SKI,-0.95,cluster_1_x_name
GO Biological Processes,19,GO:0007586,digestion,19_GO:0032501 multicellular organismal process,-2.1,5.2,3.7,30244,112,207,4,1.9,0.96,358|887|4883|6523,AQP1|CCKBR|NPR3|SLC5A1,-0.95,cluster_1_x_name
GeDiPNet,37,GDP03031,Hemiplegia/hemiparesis,,-2.1,5.2,3.7,30244,112,207,4,1.9,0.96,2260|4292|5728|6497,FGFR1|MLH1|PTEN|SKI,-0.95,cluster_1_x_name
GO Biological Processes,19,GO:0098773,skin epidermis development,19_GO:0032502 developmental process,-2.1,5.2,3.7,30244,112,207,4,1.9,0.96,596|5970|8861|26133,BCL2|RELA|LDB1|TRPC4AP,-0.95,cluster_1_x_name
GO Biological Processes,19,GO:0001819,positive regulation of cytokine production,19_GO:0048518 positive regulation of biological process,-2.1,2.6,3.1,30244,497,207,9,4.3,1.4,2268|3663|4088|5970|6833|7040|23236|23411|89780,FGR|IRF5|SMAD3|RELA|ABCC8|TGFB1|PLCB1|SIRT1|WNT3A,-0.94,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-168188,Toll Like Receptor TLR6:TLR2 Cascade,,-2.1,5.2,3.7,30244,113,207,4,1.9,0.96,4205|4792|5970|8945,MEF2A|NFKBIA|RELA|BTRC,-0.94,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-166058,MyD88:MAL(TIRAP) cascade initiated on plasma membrane,,-2.1,5.2,3.7,30244,113,207,4,1.9,0.96,4205|4792|5970|8945,MEF2A|NFKBIA|RELA|BTRC,-0.94,cluster_1_x_name
GeDiPNet,37,GDP01903,Dandy-Walker Syndrome,,-2.1,5.2,3.7,30244,113,207,4,1.9,0.96,1605|2260|8289|79068,DAG1|FGFR1|ARID1A|FTO,-0.94,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-3000171,Non-integrin membrane-ECM interactions,,-2.1,7.4,4.1,30244,59,207,3,1.4,0.83,1605|2335|7040,DAG1|FN1|TGFB1,-0.93,cluster_1_x_name
KEGG Pathway,24,hsa04330,Notch signaling pathway,,-2.1,7.4,4.1,30244,59,207,3,1.4,0.83,1488|1855|9612,CTBP2|DVL1|NCOR2,-0.93,cluster_1_x_name
GeDiPNet,37,GDP07083,Thyroid Neoplasm,,-2.1,7.4,4.1,30244,59,207,3,1.4,0.83,595|4292|5728,CCND1|MLH1|PTEN,-0.93,cluster_1_x_name
GO Biological Processes,19,GO:0071709,membrane assembly,19_GO:0009987 cellular process,-2.1,7.4,4.1,30244,59,207,3,1.4,0.83,857|5728|7329,CAV1|PTEN|UBE2I,-0.93,cluster_1_x_name
GeDiPNet,37,GDP06621,Skin cancer,,-2.1,7.4,4.1,30244,59,207,3,1.4,0.83,2697|5970|7040,GJA1|RELA|TGFB1,-0.93,cluster_1_x_name
GeDiPNet,37,GDP07030,Thoracic Aortic Aneurysm And Aortic Dissection,,-2.1,7.4,4.1,30244,59,207,3,1.4,0.83,59|4088|6497,ACTA2|SMAD3|SKI,-0.93,cluster_1_x_name
GeDiPNet,37,GDP04205,Lung Diseases,,-2.1,4.1,3.4,30244,178,207,5,2.4,1.1,154|987|3643|5156|7040,ADRB2|LRBA|INSR|PDGFRA|TGFB1,-0.93,cluster_1_x_name
GO Biological Processes,19,GO:0008544,epidermis development,19_GO:0032502 developmental process,-2.1,3.1,3.2,30244,329,207,7,3.4,1.3,596|1026|3643|5530|5970|8861|26133,BCL2|CDKN1A|INSR|PPP3CA|RELA|LDB1|TRPC4AP,-0.93,cluster_1_x_name
GO Biological Processes,19,GO:0043254,regulation of protein-containing complex assembly,19_GO:0050789 regulation of biological process,-2.1,2.8,3.1,30244,415,207,8,3.9,1.3,348|5217|5581|5587|7040|10979|55832|134957,APOE|PFN2|PRKCE|PRKD1|TGFB1|FERMT2|CAND1|STXBP5,-0.92,cluster_1_x_name
GO Biological Processes,19,GO:2001258,negative regulation of cation channel activity,19_GO:0051179 localization,-2.1,7.3,4.1,30244,60,207,3,1.4,0.83,857|2669|5530,CAV1|GEM|PPP3CA,-0.92,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-187577,SCF(Skp2)-mediated degradation of p27/p21,,-2.1,7.3,4.1,30244,60,207,3,1.4,0.83,595|898|1026,CCND1|CCNE1|CDKN1A,-0.92,cluster_1_x_name
GO Biological Processes,19,GO:0035306,positive regulation of dephosphorylation,19_GO:0048518 positive regulation of biological process,-2.1,7.3,4.1,30244,60,207,3,1.4,0.83,3672|4088|7040,ITGA1|SMAD3|TGFB1,-0.92,cluster_1_x_name
GeDiPNet,37,GDP03294,Hypercalcemia,,-2.1,7.3,4.1,30244,60,207,3,1.4,0.83,595|1026|1031,CCND1|CDKN1A|CDKN2C,-0.92,cluster_1_x_name
GeDiPNet,37,GDP00314,Allergic rhinitis,,-2.1,7.3,4.1,30244,60,207,3,1.4,0.83,4088|4773|79068,SMAD3|NFATC2|FTO,-0.92,cluster_1_x_name
GO Biological Processes,19,GO:0042246,tissue regeneration,19_GO:0040007 growth,-2.1,7.3,4.1,30244,60,207,3,1.4,0.83,1026|1605|5530,CDKN1A|DAG1|PPP3CA,-0.92,cluster_1_x_name
GO Biological Processes,19,GO:0002040,sprouting angiogenesis,19_GO:0032502 developmental process,-2.1,7.3,4.1,30244,60,207,3,1.4,0.83,7040|8503|10266,TGFB1|PIK3R3|RAMP2,-0.92,cluster_1_x_name
GO Biological Processes,19,GO:1903078,positive regulation of protein localization to plasma membrane,19_GO:0051179 localization,-2.1,7.3,4.1,30244,60,207,3,1.4,0.83,4035|5581|89780,LRP1|PRKCE|WNT3A,-0.92,cluster_1_x_name
GO Biological Processes,19,GO:0031032,actomyosin structure organization,19_GO:0009987 cellular process,-2.1,5.1,3.6,30244,115,207,4,1.9,0.96,4205|4624|5156|54822,MEF2A|MYH6|PDGFRA|TRPM7,-0.92,cluster_1_x_name
GO Biological Processes,19,GO:0006821,chloride transport,19_GO:0051179 localization,-2.1,5.1,3.6,30244,115,207,4,1.9,0.96,6558|9635|55107|57282,SLC12A2|CLCA2|ANO1|SLC4A10,-0.92,cluster_1_x_name
GO Biological Processes,19,GO:0031570,DNA integrity checkpoint signaling,19_GO:0048519 negative regulation of biological process,-2.1,5.1,3.6,30244,115,207,4,1.9,0.96,595|1026|23376|84444,CCND1|CDKN1A|UFL1|DOT1L,-0.92,cluster_1_x_name
GO Biological Processes,19,GO:0042752,regulation of circadian rhythm,19_GO:0048511 rhythmic process,-2.1,5.1,3.6,30244,115,207,4,1.9,0.96,406|463|8945|150094,BMAL1|ZFHX3|BTRC|SIK1,-0.92,cluster_1_x_name
GO Biological Processes,19,GO:0032386,regulation of intracellular transport,19_GO:0051179 localization,-2.1,3.1,3.2,30244,333,207,7,3.4,1.3,2534|3728|4088|5587|6720|7040|7514,FYN|JUP|SMAD3|PRKD1|SREBF1|TGFB1|XPO1,-0.91,cluster_1_x_name
GO Biological Processes,19,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,19_GO:0048518 positive regulation of biological process,-2.1,4,3.4,30244,181,207,5,2.4,1.1,2534|7040|7525|50507|89780,FYN|TGFB1|YES1|NOX4|WNT3A,-0.91,cluster_1_x_name
GO Biological Processes,19,GO:0097237,cellular response to toxic substance,19_GO:0050896 response to stimulus,-2.1,5,3.6,30244,116,207,4,1.9,0.96,348|4846|64116|94241,APOE|NOS3|SLC39A8|TP53INP1,-0.9,cluster_1_x_name
GO Biological Processes,19,GO:0048259,regulation of receptor-mediated endocytosis,19_GO:0051179 localization,-2.1,5,3.6,30244,116,207,4,1.9,0.96,1785|3643|84251|89780,DNM2|INSR|SGIP1|WNT3A,-0.9,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-168179,Toll Like Receptor TLR1:TLR2 Cascade,,-2.1,5,3.6,30244,116,207,4,1.9,0.96,4205|4792|5970|8945,MEF2A|NFKBIA|RELA|BTRC,-0.9,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-181438,Toll Like Receptor 2 (TLR2) Cascade,,-2.1,5,3.6,30244,116,207,4,1.9,0.96,4205|4792|5970|8945,MEF2A|NFKBIA|RELA|BTRC,-0.9,cluster_1_x_name
GO Biological Processes,19,GO:0002521,leukocyte differentiation,19_GO:0032502 developmental process,-2.1,2.8,3.1,30244,418,207,8,3.9,1.3,596|6237|7040|8503|9644|23411|57580|81570,BCL2|RRAS|TGFB1|PIK3R3|SH3PXD2A|SIRT1|PREX1|CLPB,-0.9,cluster_1_x_name
GeDiPNet,37,GDP02278,Eczema,,-2.1,3.4,3.2,30244,255,207,6,2.9,1.2,4088|4773|4846|23331|64116|150094,SMAD3|NFATC2|NOS3|TTC28|SLC39A8|SIK1,-0.9,cluster_1_x_name
WikiPathways,27,WP61,Notch signaling pathway,,-2.1,7.2,4,30244,61,207,3,1.4,0.83,595|1026|9612,CCND1|CDKN1A|NCOR2,-0.9,cluster_1_x_name
GO Biological Processes,19,GO:0033059,cellular pigmentation,19_GO:0043473 pigmentation,-2.1,7.2,4,30244,61,207,3,1.4,0.83,164|348|596,AP1G1|APOE|BCL2,-0.9,cluster_1_x_name
GO Biological Processes,19,GO:0140115,export across plasma membrane,19_GO:0051179 localization,-2.1,7.2,4,30244,61,207,3,1.4,0.83,490|2697|6546,ATP2B1|GJA1|SLC8A1,-0.9,cluster_1_x_name
GO Biological Processes,19,GO:0006939,smooth muscle contraction,19_GO:0032501 multicellular organismal process,-2.1,7.2,4,30244,61,207,3,1.4,0.83,59|154|6546,ACTA2|ADRB2|SLC8A1,-0.9,cluster_1_x_name
GO Biological Processes,19,GO:0060395,SMAD protein signal transduction,19_GO:0050896 response to stimulus,-2.1,7.2,4,30244,61,207,3,1.4,0.83,4088|6497|7040,SMAD3|SKI|TGFB1,-0.9,cluster_1_x_name
GO Biological Processes,19,GO:0051898,negative regulation of protein kinase B signaling,19_GO:0048519 negative regulation of biological process,-2.1,7.2,4,30244,61,207,3,1.4,0.83,1605|5728|23411,DAG1|PTEN|SIRT1,-0.9,cluster_1_x_name
GO Biological Processes,19,GO:0051480,regulation of cytosolic calcium ion concentration,19_GO:0042592 homeostatic process,-2.1,7.2,4,30244,61,207,3,1.4,0.83,490|857|6546,ATP2B1|CAV1|SLC8A1,-0.9,cluster_1_x_name
GO Biological Processes,19,GO:0055008,cardiac muscle tissue morphogenesis,19_GO:0032502 developmental process,-2.1,7.2,4,30244,61,207,3,1.4,0.83,4624|7040|7049,MYH6|TGFB1|TGFBR3,-0.9,cluster_1_x_name
GO Biological Processes,19,GO:0043470,regulation of carbohydrate catabolic process,19_GO:0008152 metabolic process,-2.1,7.2,4,30244,61,207,3,1.4,0.83,3643|5571|51422,INSR|PRKAG1|PRKAG2,-0.9,cluster_1_x_name
GO Biological Processes,19,GO:1903018,regulation of glycoprotein metabolic process,19_GO:0008152 metabolic process,-2.1,7.2,4,30244,61,207,3,1.4,0.83,596|6934|23236,BCL2|TCF7L2|PLCB1,-0.9,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-73894,DNA Repair,,-2.1,3.1,3.1,30244,335,207,7,3.4,1.3,2547|4292|7329|8178|8554|54617|79068,XRCC6|MLH1|UBE2I|ELL|PIAS1|INO80|FTO,-0.9,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-1989781,PPARA activates gene expression,,-2.1,5,3.6,30244,117,207,4,1.9,0.96,51|406|6720|9612,ACOX1|BMAL1|SREBF1|NCOR2,-0.89,cluster_1_x_name
GeDiPNet,37,GDP04207,Lung adenocarcinoma,,-2.1,3,3.1,30244,336,207,7,3.4,1.3,2309|2547|4292|4507|5530|27347|84444,FOXO3|XRCC6|MLH1|MTAP|PPP3CA|STK39|DOT1L,-0.89,cluster_1_x_name
GeDiPNet,37,GDP01100,Cataract,,-2.1,2.4,2.9,30244,601,207,10,4.8,1.5,490|1593|1605|2697|4053|5728|6497|8289|8842|81570,ATP2B1|CYP27A1|DAG1|GJA1|LTBP2|PTEN|SKI|ARID1A|PROM1|CLPB,-0.89,cluster_1_x_name
GO Biological Processes,19,GO:0071356,cellular response to tumor necrosis factor,19_GO:0050896 response to stimulus,-2.1,4,3.4,30244,184,207,5,2.4,1.1,2309|4792|5970|7369|23411,FOXO3|NFKBIA|RELA|UMOD|SIRT1,-0.88,cluster_1_x_name
GO Biological Processes,19,GO:0007265,Ras protein signal transduction,19_GO:0050896 response to stimulus,-2.1,4,3.4,30244,184,207,5,2.4,1.1,1026|4650|6237|10152|22808,CDKN1A|MYO9B|RRAS|ABI2|MRAS,-0.88,cluster_1_x_name
GO Biological Processes,19,GO:0046578,regulation of Ras protein signal transduction,19_GO:0050896 response to stimulus,-2.1,4,3.4,30244,184,207,5,2.4,1.1,348|1398|1785|4650|79109,APOE|CRK|DNM2|MYO9B|MAPKAP1,-0.88,cluster_1_x_name
GO Biological Processes,19,GO:0090303,positive regulation of wound healing,19_GO:0048518 positive regulation of biological process,-2.1,7.1,4,30244,62,207,3,1.4,0.83,5581|5747|10979,PRKCE|PTK2|FERMT2,-0.88,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-4086398,Ca2+ pathway,,-2.1,7.1,4,30244,62,207,3,1.4,0.83,5530|6934|23236,PPP3CA|TCF7L2|PLCB1,-0.88,cluster_1_x_name
WikiPathways,27,WP5180,DYRK1A,,-2.1,7.1,4,30244,62,207,3,1.4,0.83,595|842|23411,CCND1|CASP9|SIRT1,-0.88,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-6796648,TP53 Regulates Transcription of DNA Repair Genes,,-2.1,7.1,4,30244,62,207,3,1.4,0.83,905|4292|8178,CCNT2|MLH1|ELL,-0.88,cluster_1_x_name
GO Biological Processes,19,GO:0048678,response to axon injury,19_GO:0050896 response to stimulus,-2.1,7.1,4,30244,62,207,3,1.4,0.83,596|1605|2696,BCL2|DAG1|GIPR,-0.88,cluster_1_x_name
GeDiPNet,37,GDP05771,Physiologic Amenorrhea,,-2,5,3.6,30244,118,207,4,1.9,0.96,658|857|2099|2260,BMPR1B|CAV1|ESR1|FGFR1,-0.88,cluster_1_x_name
GO Biological Processes,19,GO:1901800,positive regulation of proteasomal protein catabolic process,19_GO:0048518 positive regulation of biological process,-2,5,3.6,30244,118,207,4,1.9,0.96,857|1855|8554|114881,CAV1|DVL1|PIAS1|OSBPL7,-0.88,cluster_1_x_name
GO Biological Processes,19,GO:0046034,ATP metabolic process,19_GO:0008152 metabolic process,-2,5,3.6,30244,118,207,4,1.9,0.96,4624|7040|29789|51422,MYH6|TGFB1|OLA1|PRKAG2,-0.88,cluster_1_x_name
GO Biological Processes,19,GO:0045833,negative regulation of lipid metabolic process,19_GO:0048519 negative regulation of biological process,-2,5,3.6,30244,118,207,4,1.9,0.96,348|6720|23411|150094,APOE|SREBF1|SIRT1|SIK1,-0.88,cluster_1_x_name
GeDiPNet,37,GDP04296,Macrocephaly,,-2,3,3.1,30244,338,207,7,3.4,1.3,1605|1855|2009|2260|2697|5728|10060,DAG1|DVL1|EML1|FGFR1|GJA1|PTEN|ABCC9,-0.88,cluster_1_x_name
GO Biological Processes,19,GO:0032787,monocarboxylic acid metabolic process,19_GO:0008152 metabolic process,-2,2.6,3,30244,512,207,9,4.3,1.4,51|1544|1557|1593|5208|5571|51390|51422|114881,ACOX1|CYP1A2|CYP2C19|CYP27A1|PFKFB2|PRKAG1|AIG1|PRKAG2|OSBPL7,-0.88,cluster_1_x_name
GO Biological Processes,19,GO:0001936,regulation of endothelial cell proliferation,19_GO:0050789 regulation of biological process,-2,3.9,3.3,30244,185,207,5,2.4,1.1,348|857|2260|5587|23411,APOE|CAV1|FGFR1|PRKD1|SIRT1,-0.88,cluster_1_x_name
GeDiPNet,37,GDP01598,Congenital Pectus Excavatum,,-2,3.4,3.2,30244,259,207,6,2.9,1.2,1855|4088|5728|6237|6497|22808,DVL1|SMAD3|PTEN|RRAS|SKI|MRAS,-0.88,cluster_1_x_name
GO Biological Processes,19,GO:0016050,vesicle organization,19_GO:0009987 cellular process,-2,3,3.1,30244,339,207,7,3.4,1.3,164|348|358|596|857|2060|11267,AP1G1|APOE|AQP1|BCL2|CAV1|EPS15|SNF8,-0.88,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-400206,Regulation of lipid metabolism by PPARalpha,,-2,4.9,3.5,30244,119,207,4,1.9,0.96,51|406|6720|9612,ACOX1|BMAL1|SREBF1|NCOR2,-0.87,cluster_1_x_name
GO Biological Processes,19,GO:0051170,import into nucleus,19_GO:0051179 localization,-2,4.9,3.5,30244,119,207,4,1.9,0.96,1026|4792|5530|5571,CDKN1A|NFKBIA|PPP3CA|PRKAG1,-0.87,cluster_1_x_name
GeDiPNet,37,GDP05576,Parkinson Disease,,-2,4.9,3.5,30244,119,207,4,1.9,0.96,348|4846|9213|54822,APOE|NOS3|XPR1|TRPM7,-0.87,cluster_1_x_name
GO Biological Processes,19,GO:1903708,positive regulation of hemopoiesis,19_GO:0002376 immune system process,-2,3.9,3.3,30244,186,207,5,2.4,1.1,2309|2547|5530|7040|8289,FOXO3|XRCC6|PPP3CA|TGFB1|ARID1A,-0.87,cluster_1_x_name
GO Biological Processes,19,GO:1902107,positive regulation of leukocyte differentiation,19_GO:0002376 immune system process,-2,3.9,3.3,30244,186,207,5,2.4,1.1,2309|2547|5530|7040|8289,FOXO3|XRCC6|PPP3CA|TGFB1|ARID1A,-0.87,cluster_1_x_name
Canonical Pathways,11,M8,PID ENDOTHELIN PATHWAY,,-2,7,3.9,30244,63,207,3,1.4,0.83,1398|5581|23236,CRK|PRKCE|PLCB1,-0.87,cluster_1_x_name
GO Biological Processes,19,GO:1904036,negative regulation of epithelial cell apoptotic process,19_GO:0048519 negative regulation of biological process,-2,7,3.9,30244,63,207,3,1.4,0.83,596|6934|10266,BCL2|TCF7L2|RAMP2,-0.87,cluster_1_x_name
GO Biological Processes,19,GO:0044091,membrane biogenesis,19_GO:0009987 cellular process,-2,7,3.9,30244,63,207,3,1.4,0.83,857|5728|7329,CAV1|PTEN|UBE2I,-0.87,cluster_1_x_name
KEGG Pathway,24,hsa03250,Viral life cycle - HIV-1,,-2,7,3.9,30244,63,207,3,1.4,0.83,905|7514|8178,CCNT2|XPO1|ELL,-0.87,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-375165,NCAM signaling for neurite out-growth,,-2,7,3.9,30244,63,207,3,1.4,0.83,2260|2534|5747,FGFR1|FYN|PTK2,-0.87,cluster_1_x_name
GO Biological Processes,19,GO:0060079,excitatory postsynaptic potential,19_GO:0032501 multicellular organismal process,-2,7,3.9,30244,63,207,3,1.4,0.83,2904|4988|5530,GRIN2B|OPRM1|PPP3CA,-0.87,cluster_1_x_name
GO Biological Processes,19,GO:2001244,positive regulation of intrinsic apoptotic signaling pathway,19_GO:0048518 positive regulation of biological process,-2,7,3.9,30244,63,207,3,1.4,0.83,857|6201|23411,CAV1|RPS7|SIRT1,-0.87,cluster_1_x_name
GO Biological Processes,19,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,19_GO:0008152 metabolic process,-2,3,3.1,30244,341,207,7,3.4,1.3,406|7369|8945|23327|23411|26133|117584,BMAL1|UMOD|BTRC|NEDD4L|SIRT1|TRPC4AP|RFFL,-0.87,cluster_1_x_name
GO Biological Processes,19,GO:0090068,positive regulation of cell cycle process,19_GO:0048518 positive regulation of biological process,-2,3.4,3.2,30244,261,207,6,2.9,1.2,595|3643|5581|5586|23236|54617,CCND1|INSR|PRKCE|PKN2|PLCB1|INO80,-0.86,cluster_1_x_name
GO Biological Processes,19,GO:0051101,regulation of DNA binding,19_GO:0065007 biological regulation,-2,4.9,3.5,30244,120,207,4,1.9,0.96,4792|6497|7040|84444,NFKBIA|SKI|TGFB1|DOT1L,-0.86,cluster_1_x_name
